Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per 
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,Unnamed: 32
Adama Mbengue,6.72,69,D(L),8.0,740.0,0.0,3.0,0.0,0.5,0.0,4.4,0.6,1.9,0.1,1.5,0.6,0.4,0.0,0.0,0.8,0.7,0.7,0.0,0.4,1.5,0.2,22.7,64.4,0.4,2.3,0.0,
Luiz Gustavo,6.72,83,"D(C), M(C)",26.0,2434.0,0.0,8.0,0.0,0.5,3.0,2.4,1.1,1.2,0.3,2.0,1.2,0.4,0.0,2.0,1.0,0.5,1.3,0.1,0.4,0.6,0.3,47.9,88.8,0.1,2.5,0.0,
Wesley Lautoa,6.72,71,"D(C), DMC",34.0,3025.0,0.0,11.0,1.0,1.5,0.0,2.4,2.6,1.5,0.3,3.1,1.2,0.4,1.0,0.0,0.4,0.4,1.1,0.0,0.3,0.5,0.1,46.5,86.5,0.0,3.4,0.0,
Matt Miazga,6.71,73,D(C),8.0,720.0,0.0,5.0,0.0,5.8,0.0,1.5,1.5,1.4,1.1,4.9,0.3,0.9,0.0,0.0,0.5,0.0,0.5,0.0,0.1,0.3,0.3,53.4,81.0,0.1,2.9,0.1,
Lionel Carole,6.71,72,"D(L), M(L)",20.0,1728.0,3.0,2.0,0.0,1.2,0.0,1.1,1.4,0.5,0.2,2.0,0.2,0.2,0.0,0.0,0.3,0.4,1.2,0.1,1.1,1.2,1.0,35.5,79.7,0.4,1.4,0.0,
Abdoulaye Bamba,6.71,72,"D(LR), M(R)",29.0,2574.0,4.0,6.0,0.0,0.8,0.0,1.7,1.2,0.7,0.2,2.4,0.7,0.1,0.0,0.0,0.2,0.5,0.7,0.1,0.4,0.7,0.5,30.5,78.0,0.4,0.9,0.0,
Mateo Pavlovic,6.71,74,D(C),28.0,2491.0,1.0,7.0,1.0,2.1,0.0,0.9,0.7,0.9,0.6,5.4,0.4,1.0,0.0,2.0,0.6,0.0,0.3,0.0,0.1,0.2,0.2,31.4,86.2,0.0,1.7,0.0,
Youssouf Sabaly,6.71,77,"D(LR), M(R)",21.0,1911.0,1.0,3.0,0.0,0.8,0.0,2.0,1.1,1.4,0.3,1.5,0.9,0.1,0.0,0.0,0.5,0.9,1.3,0.1,1.3,1.7,0.8,43.2,81.6,0.5,0.9,0.0,
Sergi Palencia,6.71,70,D(R),22.0,1984.0,3.0,6.0,0.0,0.8,0.0,3.0,0.7,1.1,0.2,2.3,1.1,0.1,0.0,0.0,0.3,0.5,1.0,0.0,0.5,0.7,0.8,36.2,80.0,0.6,1.9,0.0,
Patrick Burner,6.7,69,D(R),15.0,1354.0,0.0,3.0,0.0,0.6,0.0,2.1,1.8,0.9,0.5,2.1,1.0,0.3,0.0,0.0,0.5,0.8,0.7,0.0,0.6,1.2,0.3,36.5,83.9,0.4,1.5,0.0,
Loïck Landre,6.69,70,D(C),19.0,1593.0,0.0,6.0,1.0,1.5,1.0,1.4,1.7,1.0,0.5,3.5,0.4,0.5,0.0,3.0,0.3,0.2,0.7,0.0,0.1,0.5,0.0,24.4,80.6,0.0,1.7,0.0,
Jemerson,6.69,78,"D(C), DMC",25.0,2226.0,1.0,8.0,1.0,2.7,0.0,2.2,1.0,1.7,0.6,4.7,0.7,0.7,0.0,0.0,0.3,0.0,0.8,0.0,0.1,0.4,0.2,43.1,86.9,0.0,2.4,0.0,
Lucas Deaux,6.69,75,"D(C), DMC",17.0,1197.0,1.0,4.0,0.0,1.8,1.0,2.3,0.6,1.8,0.0,0.4,1.2,0.0,0.0,3.0,1.0,0.3,0.7,0.1,0.7,1.2,0.7,28.5,70.4,0.2,1.7,0.0,
Presnel Kimpembe,6.69,83,"D(C), D(C)",23.0,2006.0,1.0,4.0,1.0,1.0,0.0,2.3,1.3,1.2,0.3,1.9,0.7,0.4,1.0,0.0,0.2,0.2,1.7,0.0,0.5,0.3,0.2,60.9,93.6,0.0,2.3,0.0,
Paul Baysse,6.69,76,D(CR),20.0,1789.0,0.0,2.0,1.0,3.1,0.0,1.3,1.6,0.8,0.4,5.6,0.3,1.0,1.0,0.0,0.5,0.1,0.6,0.2,0.1,0.2,0.3,41.0,80.0,0.0,4.9,0.0,
Nicolas Cozza,6.69,69,D(C),11.0,986.0,1.0,0.0,0.0,1.3,0.0,1.6,2.1,0.9,0.3,2.7,0.5,0.8,0.0,0.0,0.0,0.7,0.8,0.0,0.7,1.6,0.3,36.8,84.1,0.0,1.8,0.0,
Anthony Caci,6.68,66,"D(C), M(L)",26.0,2301.0,1.0,1.0,0.0,0.8,0.0,1.9,1.6,0.9,0.2,1.9,0.8,0.3,0.0,0.0,0.2,0.4,0.3,0.0,0.3,0.8,0.4,42.2,81.4,0.4,2.9,0.0,
Olivier Boscagli,6.67,71,D(CL),10.0,863.0,1.0,1.0,0.0,1.5,0.0,1.4,1.2,0.4,0.4,2.4,0.8,0.1,0.0,0.0,0.3,0.4,1.6,0.0,0.3,0.7,0.8,39.3,79.5,0.4,2.0,0.0,
Christophe Jallet,6.67,75,D(LR),11.0,886.0,0.0,3.0,0.0,0.6,0.0,2.0,1.0,0.6,0.3,2.1,0.8,0.4,0.0,1.0,0.3,0.1,0.2,0.0,0.2,0.9,0.2,39.1,84.1,0.4,1.4,0.0,
Layvin Kurzawa,6.67,79,"D(L), M(L)",11.0,1011.0,2.0,4.0,0.0,1.5,1.0,1.0,0.5,1.5,0.1,0.8,0.5,0.1,0.0,1.0,0.3,0.6,0.3,0.3,0.5,0.9,0.6,24.9,84.4,0.2,0.2,0.0,
Souleyman Doumbia,6.66,76,D(L),7.0,606.0,0.0,0.0,0.0,1.6,0.0,1.6,0.6,1.0,0.3,2.3,0.6,0.1,0.0,0.0,0.0,1.0,1.0,0.1,0.7,1.0,0.1,41.6,87.6,0.1,0.3,0.0,
Kelvin Amian,6.66,75,D(CLR),32.0,2880.0,1.0,6.0,0.0,1.5,1.0,2.1,1.1,1.2,0.5,3.2,0.3,0.4,0.0,0.0,0.6,0.8,0.3,0.1,0.6,1.0,0.3,30.3,77.8,0.1,1.4,0.0,
Rolando,6.65,75,D(C),9.0,804.0,0.0,2.0,0.0,1.9,0.0,1.8,1.1,0.8,0.2,2.5,0.2,0.6,0.0,0.0,0.8,0.2,0.2,0.0,0.1,0.4,0.1,41.6,87.3,0.0,2.5,0.0,
François Moubandje,6.65,72,D(CL),21.0,1935.0,0.0,3.0,0.0,1.8,0.0,1.7,1.2,1.0,0.4,3.1,0.2,0.2,0.0,0.0,0.3,0.7,0.9,0.0,0.5,1.6,0.6,37.5,78.6,0.4,2.0,0.0,
"Duje Caleta0,00Car",6.65,74,"D(C), D(C)",17.0,1546.0,0.0,1.0,0.0,3.3,0.0,1.1,1.0,0.7,0.6,4.2,0.2,0.5,0.0,0.0,0.5,0.0,0.3,0.0,0.1,0.2,0.1,41.1,84.5,0.0,3.9,0.0,
Faitout Maouassa,6.64,69,"D(L), M(L)",25.0,2138.0,1.0,1.0,1.0,0.7,0.0,2.0,0.9,0.4,0.5,2.4,0.6,0.2,0.0,0.0,0.3,0.9,0.9,0.0,0.9,0.9,0.5,24.9,71.2,0.6,1.6,0.0,
Antonio Barreca,6.64,75,D(L),7.0,596.0,1.0,0.0,0.0,1.6,0.0,1.6,1.0,1.0,0.0,2.4,0.6,0.3,0.0,0.0,0.7,0.3,1.0,0.0,0.9,1.7,0.7,24.0,75.0,0.9,1.1,0.0,
Cédric Yambéré,6.64,70,"D(C), DMC",30.0,2803.0,0.0,4.0,0.0,2.0,0.0,1.4,1.6,1.0,0.4,4.0,0.5,1.0,0.0,0.0,0.7,0.2,1.0,0.0,0.1,0.4,0.1,36.8,83.2,0.0,3.5,0.0,
Oussama Haddadi,6.64,71,D(CL),30.0,2678.0,2.0,5.0,1.0,0.9,1.0,1.6,1.4,0.9,0.1,2.2,0.6,0.3,0.0,2.0,0.3,0.3,0.3,0.1,0.8,1.1,1.1,38.0,76.5,0.9,1.9,0.0,
"Pierre0,00Yves Polomat",6.63,68,"D(L), M(L)",11.0,949.0,2.0,2.0,0.0,0.9,0.0,1.0,1.2,0.7,0.2,0.9,0.4,0.1,0.0,0.0,0.3,0.4,0.3,0.1,0.6,0.6,0.7,23.7,80.8,0.3,0.9,0.0,
Florian Miguel,6.63,67,D(CL),12.0,1117.0,1.0,1.0,1.0,1.6,0.0,1.5,1.6,1.0,0.5,3.4,0.3,0.5,0.0,0.0,0.3,0.2,1.5,0.1,0.3,0.3,0.7,32.1,76.7,0.2,1.9,0.0,
Tomas Hubocan,6.63,71,D(CLR),0.0,67.0,0.0,1.0,0.0,2.0,0.0,1.5,1.0,0.5,1.0,2.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,8.5,70.6,0.0,0.0,0.0,
Bafode Diakite,6.62,61,D(C),7.0,632.0,0.0,2.0,0.0,2.4,0.0,1.7,1.2,1.0,0.2,2.4,0.4,0.3,0.0,1.0,0.1,0.0,0.8,0.0,0.7,1.0,0.2,29.4,80.0,0.0,1.0,0.0,
Thomas Fontaine,6.6,69,D(C),4.0,417.0,1.0,1.0,0.0,1.4,0.0,0.9,1.0,0.9,0.3,4.0,0.4,0.3,0.0,0.0,0.0,0.1,0.4,0.0,0.1,0.4,0.3,28.9,85.6,0.0,3.7,0.1,
Fabio,6.6,71,"D(LR), M(R)",15.0,1287.0,2.0,4.0,1.0,1.1,0.0,2.7,0.9,0.9,0.0,1.2,1.4,0.2,0.0,0.0,0.2,0.4,1.0,0.1,0.3,0.5,0.8,24.0,76.3,0.6,1.1,0.0,
Gabriel Silva,6.59,73,"D(LR), M(L)",16.0,1433.0,2.0,1.0,0.0,1.6,0.0,1.0,0.7,0.9,0.5,2.7,0.6,0.2,0.0,0.0,0.3,0.5,1.6,0.1,0.5,1.1,0.4,22.6,81.1,0.2,0.9,0.0,
Djibril Sidibé,6.58,79,"D(LR), M(R)",22.0,2072.0,2.0,5.0,0.0,1.2,0.0,1.9,1.2,1.5,0.2,1.9,0.8,0.3,0.0,0.0,0.7,0.3,1.2,0.3,0.8,1.7,1.2,41.6,74.7,0.8,1.2,0.0,
Stefan Mitrovic,6.58,75,D(C),34.0,3028.0,0.0,8.0,2.0,2.0,0.0,0.7,1.4,0.5,0.4,4.2,0.4,0.9,1.0,0.0,0.4,0.1,0.3,0.0,0.1,0.1,0.1,40.9,90.5,0.0,2.6,0.0,
Edgar Ié,6.58,74,D(CR),9.0,778.0,0.0,2.0,0.0,1.3,0.0,2.2,0.9,1.3,0.1,2.1,0.8,0.3,0.0,0.0,0.3,0.7,1.0,0.2,0.7,1.0,0.1,34.7,78.5,0.1,1.1,0.0,
Anthony Walongwa,6.56,65,D(C),1.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,91.9,0.0,0.0,0.0,
Igor Lewczuk,6.55,72,D(C),3.0,448.0,0.0,0.0,0.0,2.2,0.0,2.0,0.7,0.7,0.2,4.5,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,32.5,86.7,0.2,1.5,0.0,
Bakaye Dibassy,6.55,73,D(CL),32.0,2941.0,1.0,5.0,1.0,1.5,0.0,1.1,1.3,1.1,0.4,2.7,0.3,0.6,0.0,1.0,0.3,0.5,0.4,0.1,0.5,0.6,0.2,36.1,77.4,0.3,1.4,0.0,
Ismael Traoré,6.55,75,D(CR),29.0,2636.0,1.0,2.0,1.0,1.0,0.0,0.9,1.4,0.5,0.7,3.8,0.5,0.5,0.0,3.0,0.5,0.2,0.2,0.1,0.2,0.7,0.1,36.4,85.5,0.0,2.5,0.0,
Emmanuel Imorou,6.54,70,D(L),12.0,1122.0,1.0,2.0,0.0,1.0,0.0,1.1,1.8,0.6,0.2,2.7,0.4,0.3,0.0,0.0,0.2,0.3,0.5,0.0,0.6,0.6,0.2,26.0,75.2,0.3,0.8,0.0,
Laurent Ciman,6.54,75,D(C),7.0,715.0,0.0,3.0,0.0,1.9,0.0,1.2,0.8,1.2,0.3,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.0,0.2,0.0,0.3,63.1,87.5,0.0,7.1,0.0,
Abdallah Ndour,6.54,69,Defender,4.0,295.0,0.0,0.0,0.0,0.8,0.0,1.5,1.3,0.8,0.3,2.0,1.3,0.5,0.0,0.0,0.3,0.0,1.0,0.0,0.5,1.0,0.5,36.3,80.0,0.8,2.5,0.0,
Rafael,6.53,79,"D(LR), M(R)",11.0,1019.0,1.0,4.0,1.0,1.0,0.0,1.7,0.8,1.2,0.1,1.2,0.4,0.1,1.0,0.0,0.1,0.6,1.1,0.1,0.8,0.9,0.6,32.7,83.2,0.4,0.6,0.1,
Paul Baysse,6.51,76,D(CR),0.0,73.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,72.7,0.0,2.0,0.0,
Herve Lybohy,6.51,68,D(C),15.0,1474.0,0.0,3.0,0.0,1.6,0.0,1.3,0.8,1.1,0.5,4.1,0.3,0.6,1.0,2.0,0.2,0.1,0.6,0.0,0.1,0.3,0.0,33.4,83.6,0.1,1.8,0.0,
Gaetan Paquiez,6.51,65,D(LR),14.0,1326.0,0.0,5.0,0.0,1.0,0.0,2.2,1.1,0.9,0.3,2.2,1.3,0.3,0.0,0.0,0.2,0.4,0.6,0.0,0.4,1.2,0.5,22.5,73.6,0.1,0.9,0.0,
Lamine Koné,6.51,73,D(C),23.0,2148.0,1.0,2.0,0.0,2.0,0.0,0.8,1.2,0.8,0.2,2.3,0.1,0.5,0.0,1.0,0.3,0.3,0.8,0.0,0.3,0.5,0.2,39.8,84.2,0.1,2.9,0.0,
Khaled Adénon,6.51,74,D(C),22.0,1996.0,0.0,6.0,1.0,2.2,0.0,1.3,1.3,1.4,0.7,4.3,0.5,0.5,1.0,0.0,0.3,0.0,0.9,0.1,0.3,0.2,0.2,42.0,86.2,0.0,3.3,0.0,
Jérémy Sorbon,6.5,73,D(C),29.0,2644.0,0.0,2.0,0.0,1.7,0.0,1.0,1.0,0.8,0.5,3.1,0.2,0.7,0.0,1.0,0.2,0.2,0.8,0.0,0.0,0.4,0.1,31.3,84.2,0.0,2.4,0.0,
Colin Dagba,6.5,64,"D(R), D(R)",9.0,914.0,2.0,2.0,0.0,0.1,0.0,1.4,0.6,1.1,0.1,0.6,0.4,0.0,0.0,0.0,0.2,0.6,0.4,0.1,0.6,0.5,0.8,33.8,93.0,0.3,0.2,0.1,
Emil Krafth,6.49,74,D(R),33.0,2973.0,1.0,2.0,0.0,1.3,0.0,1.6,0.6,1.1,0.1,2.3,0.9,0.3,0.0,1.0,0.3,0.2,1.0,0.0,0.4,1.0,0.5,30.2,73.4,0.4,1.7,0.0,
Cheick Traoré,6.48,67,D(R),16.0,1505.0,0.0,3.0,0.0,0.9,0.0,1.9,1.2,1.3,0.1,1.7,0.5,0.2,0.0,0.0,0.4,0.8,0.5,0.1,0.7,0.9,0.6,20.8,69.4,0.6,0.6,0.0,
Jérémy Pied,6.48,73,"D(LR), M(CLR)",4.0,462.0,2.0,0.0,0.0,0.7,1.0,1.1,0.5,0.6,0.1,1.1,0.5,0.1,0.0,0.0,0.0,0.2,0.5,0.1,0.1,0.3,0.6,24.9,78.1,0.5,0.8,0.0,
Christophe Kerbrat,6.47,76,D(C),25.0,2098.0,0.0,3.0,1.0,1.2,1.0,1.6,2.0,0.3,0.2,5.2,0.6,0.4,0.0,0.0,0.1,0.1,0.9,0.0,0.1,0.4,0.0,34.4,78.0,0.0,4.4,0.0,
Senou Coulibaly,6.44,64,D(C),6.0,410.0,0.0,1.0,1.0,1.1,0.0,1.4,1.2,1.1,0.1,2.0,0.6,0.2,0.0,1.0,0.2,0.1,0.1,0.0,0.1,0.7,0.2,21.2,75.4,0.0,1.4,0.1,
Benoit Badiashile Mukinayi,6.44,62,D(C),20.0,1763.0,0.0,4.0,0.0,1.8,0.0,1.3,1.1,0.7,0.4,3.9,0.4,0.3,1.0,1.0,0.3,0.1,0.3,0.0,0.3,0.2,0.1,54.5,89.5,0.0,3.4,0.0,
Mickaël Alphonse,6.44,68,D(R),6.0,567.0,0.0,0.0,0.0,1.5,0.0,0.9,0.8,0.8,0.1,2.3,0.1,0.1,0.0,1.0,0.3,0.4,0.9,0.0,0.3,0.9,0.7,20.3,64.6,0.4,0.5,0.0,
Racine Coly,6.43,71,"D(L), M(L)",6.0,503.0,1.0,2.0,0.0,1.4,0.0,0.8,1.0,0.9,0.3,1.2,0.8,0.1,0.0,0.0,0.4,0.7,0.7,0.0,0.9,1.1,0.3,27.1,81.6,0.4,0.7,0.0,
Kouadio Dabila,6.42,65,D(C),8.0,779.0,0.0,2.0,0.0,0.8,0.0,0.9,0.5,0.5,0.5,3.7,0.1,0.8,0.0,0.0,0.2,0.1,0.3,0.0,0.1,0.2,0.0,31.4,85.9,0.0,1.8,0.0,
Stéphane Mbia,6.42,74,"D(C), M(C)",5.0,447.0,0.0,1.0,0.0,2.4,0.0,0.2,1.4,1.0,0.4,5.0,0.2,0.8,0.0,0.0,0.2,0.2,1.6,0.0,0.0,0.4,0.2,37.4,89.8,0.0,1.0,0.0,
Mehdi Zeffane,6.41,69,"D(LR), M(R)",14.0,1215.0,0.0,4.0,0.0,0.9,0.0,1.0,0.9,0.6,0.1,1.7,0.8,0.3,0.0,1.0,0.3,0.2,0.3,0.1,0.5,0.8,0.6,31.1,82.6,0.2,1.6,0.0,
Younn Zahary,6.41,75,Defender,7.0,732.0,0.0,3.0,0.0,1.2,0.0,1.3,1.3,1.0,0.2,2.5,0.5,0.7,0.0,0.0,0.0,0.3,0.2,0.0,0.1,0.9,0.1,16.4,70.6,0.0,0.8,0.0,
Thomas Basila,6.4,61,Defender,1.0,91.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,13.0,84.6,0.0,0.5,0.0,
Jeremy Gelin,6.39,73,"D(C), DMC",12.0,1270.0,0.0,3.0,1.0,0.6,0.0,1.4,0.9,0.8,0.2,1.3,0.7,0.3,0.0,0.0,0.3,0.3,0.4,0.0,0.1,0.2,0.2,36.1,87.0,0.0,3.3,0.0,
Axel Disasi,6.39,63,D(C),1.0,157.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,4.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.3,16.5,75.8,0.0,0.3,0.0,
Yoel Armougom,6.36,59,D(L),20.0,1850.0,1.0,4.0,1.0,0.9,0.0,1.1,0.7,0.7,0.1,2.0,0.5,0.1,0.0,0.0,0.4,0.4,0.5,0.0,0.3,1.0,0.5,22.4,73.5,0.5,1.4,0.0,
Edgar Ié,6.35,74,D(CR),1.0,234.0,0.0,1.0,0.0,1.0,0.0,0.7,1.0,0.4,0.3,2.1,0.3,0.1,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.6,0.1,15.9,82.0,0.0,0.4,0.0,
Romain Métanire,6.35,72,D(R),4.0,313.0,0.0,1.0,1.0,0.4,0.0,2.4,1.2,1.2,0.0,1.8,0.4,0.6,0.0,0.0,0.2,0.2,1.0,0.2,0.4,0.8,0.2,16.2,72.8,0.0,1.0,0.0,
Oualid El Hajjam,6.35,72,D(R),6.0,542.0,0.0,1.0,0.0,1.1,0.0,1.3,1.1,0.9,0.0,1.9,0.9,0.2,0.0,0.0,0.1,0.5,0.7,0.0,0.4,0.6,0.1,19.5,72.6,0.2,1.2,0.0,
Fethi Harek,6.34,68,D(CL),2.0,178.0,0.0,1.0,0.0,1.7,0.0,1.3,0.3,0.3,0.3,2.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,20.7,69.4,0.0,1.0,0.0,
Romain Genevois,6.32,73,D(CR),5.0,358.0,0.0,0.0,0.0,0.5,0.0,1.7,1.3,0.7,0.3,2.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,22.8,83.2,0.0,2.3,0.0,
Ludovic Baal,6.32,73,"D(L), M(L)",1.0,125.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.5,0.0,37.0,77.0,0.0,2.0,0.0,
Ismaël Diomandé,6.31,72,"D(C), DMC",14.0,1297.0,1.0,4.0,1.0,0.8,0.0,1.6,0.6,1.5,0.1,2.0,0.5,0.4,0.0,0.0,0.5,0.4,1.0,0.1,0.7,0.7,0.2,32.9,82.5,0.1,3.2,0.0,
Milan Gajic,6.31,71,D(R),1.0,90.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,28.0,85.7,0.0,1.0,0.0,
Jordan Ikoko,6.29,73,D(LR),19.0,1707.0,0.0,3.0,0.0,0.4,0.0,1.9,1.2,0.9,0.1,1.2,0.6,0.3,0.0,0.0,0.2,0.8,1.1,0.1,1.0,1.4,0.5,28.3,73.5,0.7,1.0,0.0,
Mathieu Bodmer,6.29,70,"D(C), M(C)",10.0,1065.0,0.0,1.0,0.0,1.6,0.0,0.6,0.1,0.5,0.0,0.3,0.3,0.0,0.0,1.0,0.5,0.2,0.5,0.0,0.6,0.9,0.6,24.2,69.6,0.1,1.2,0.1,
Andrea Raggi,6.27,75,D(CLR),6.0,496.0,0.0,1.0,1.0,0.7,0.0,1.2,1.2,0.2,0.7,2.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.2,0.3,0.3,0.5,32.3,84.0,0.3,1.2,0.0,
Steven Fortes,6.25,69,Defender,1.0,136.0,0.0,0.0,0.0,2.3,0.0,1.0,0.7,0.3,0.0,3.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,16.7,86.0,0.0,1.0,0.0,
Julien Serrano,6.23,64,Defender,1.0,117.0,0.0,1.0,0.0,0.3,0.0,1.7,1.0,0.7,0.3,0.3,1.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,1.0,0.7,0.3,15.7,78.7,0.0,0.3,0.0,
Arnold Bouka Moutou,6.22,70,"D(L), M(L)",0.0,64.0,0.0,0.0,0.0,0.3,0.0,1.0,1.0,0.3,0.0,0.3,1.3,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.3,0.7,0.0,8.7,69.2,0.0,0.0,0.0,
Steven Moreira,6.2,72,"D(LR), M(R)",10.0,864.0,0.0,2.0,0.0,0.5,0.0,1.9,1.0,1.3,0.4,1.2,0.7,0.0,0.0,0.0,0.7,0.5,0.5,0.2,1.0,1.7,0.4,29.3,77.1,0.3,0.9,0.0,
Naldo,6.18,75,D(C),5.0,304.0,0.0,0.0,0.0,2.1,0.0,0.7,0.7,0.4,0.4,3.3,0.3,0.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,23.7,84.3,0.0,1.3,0.0,
Baissama Sankoh,6.14,67,"D(CR), M(C)",6.0,648.0,0.0,2.0,1.0,0.8,0.0,0.3,0.3,0.6,0.0,0.9,0.2,0.1,0.0,0.0,0.3,0.3,0.7,0.0,0.5,0.8,0.1,12.7,81.6,0.1,0.1,0.0,
Grégory Sertic,6.14,73,"D(C), M(C)",1.0,107.0,0.0,1.0,0.0,0.8,0.0,0.5,0.3,0.8,0.0,0.5,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,18.5,77.0,0.0,1.5,0.0,
Gerzino Nyamsi,6.12,60,D(C),6.0,539.0,0.0,0.0,1.0,2.6,0.0,0.8,0.5,1.5,0.4,2.0,0.6,0.5,0.0,0.0,0.0,0.3,0.3,0.0,0.4,0.8,0.0,30.8,87.0,0.0,1.9,0.0,
Koffi Djidji,6.1,74,D(CL),1.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,83.3,0.0,5.0,0.0,
Oumar Solet,5.9,63,Defender,1.0,60.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,93.5,0.0,0.0,0.0,
Rayan Ait Nouri,5.87,61,Defender,0.0,55.0,0.0,1.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,11.0,84.8,0.0,0.0,0.0,
Virgil van Dijk,7.44,86,D(C),38.0,3385.0,2.0,1.0,0.0,4.8,4.0,1.0,1.1,0.3,1.1,5.2,0.0,0.5,0.0,4.0,0.8,0.2,0.6,0.0,0.0,0.2,0.2,79.9,89.7,0.0,5.3,0.0,
"Trent Alexander0,00Arnold",7.36,78,"D(R), M(R)",27.0,2467.0,12.0,3.0,0.0,0.3,1.0,2.1,1.2,0.5,0.3,2.1,1.1,0.1,0.0,1.0,1.0,0.5,0.2,0.1,0.5,1.4,1.7,58.5,77.5,2.0,4.0,0.1,
Lucas Digne,7.36,80,D(L),33.0,2966.0,4.0,5.0,1.0,2.6,4.0,2.0,1.7,1.1,0.3,2.7,0.5,0.3,1.0,4.0,1.0,0.4,0.9,0.1,0.9,0.9,2.0,41.6,76.0,2.4,1.7,0.0,
Ricardo Pereira,7.34,81,"D(LR), M(R)",35.0,3125.0,6.0,7.0,0.0,1.9,4.0,3.4,1.7,1.2,0.2,3.0,1.7,0.2,0.0,2.0,0.7,1.9,1.4,0.1,1.0,1.5,0.9,43.8,78.0,0.4,1.2,0.0,
Fernandinho,7.31,86,"D(R), DMC",27.0,2382.0,3.0,5.0,0.0,2.6,2.0,2.0,1.4,1.4,0.1,2.4,0.7,0.1,0.0,1.0,1.0,0.7,0.9,0.1,0.4,0.9,0.8,70.7,87.5,0.0,2.7,0.2,
Fabian Schär,7.3,75,D(C),22.0,2004.0,1.0,12.0,0.0,2.7,6.0,2.5,2.8,1.2,0.4,5.7,1.1,0.7,0.0,4.0,1.0,0.6,0.8,0.0,0.4,0.5,0.5,41.4,68.1,0.1,5.6,0.0,
Benjamin Mendy,7.29,81,"D(L), DMC, M(L)",10.0,900.0,5.0,1.0,0.0,0.8,0.0,1.6,1.0,1.2,0.4,1.6,0.8,0.4,0.0,0.0,0.7,0.9,0.2,0.0,1.1,0.9,1.2,65.0,88.3,1.1,1.8,0.0,
"Aaron Wan0,00Bissaka",7.27,74,"D(R), D(R)",35.0,3135.0,3.0,4.0,1.0,1.2,3.0,3.7,2.4,0.7,0.3,3.7,0.3,0.5,0.0,0.0,0.3,1.7,0.5,0.1,1.1,1.2,0.4,33.3,73.0,0.3,1.0,0.0,
Oleksandr Zinchenko,7.19,71,"D(L), M(CR)",14.0,1153.0,3.0,1.0,0.0,1.7,0.0,2.4,1.4,1.1,0.0,1.1,1.4,0.2,0.0,0.0,0.5,0.4,0.4,0.1,0.4,0.5,0.9,84.6,91.5,0.5,2.6,0.0,
