Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Pass success percentage,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage.1,Crosses,Long balls per game,Through balls per game
Robin Zentner,6.87,69,GK,10,900,0,1,0,54.4,0.3,1,0.0,0.1,0.0,0.0,1.0,0.1,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,28.5,54.4,0.0,5.1,0.0
Jérôme Boateng,6.87,85,D(CR),19,1694,2,1,0,89.0,1.5,0,1.1,1.3,0.8,0.7,2.5,0.6,0.2,0,0,0.7,0.1,0.5,0.0,0.0,0.3,0.6,79.8,89.0,0.1,7.1,0.2
Martin Hinteregger,6.87,77,D(C),18,1576,0,0,0,75.5,3.0,1,2.7,1.2,0.9,0.6,3.6,0.6,0.7,0,2,0.9,0.1,0.8,0.1,0.2,0.7,0.4,47.1,75.5,0.1,3.7,0.1
Stefan Bell,6.87,76,D(CR),25,2250,0,7,0,79.8,3.7,1,1.2,2.2,1.6,0.6,4.8,0.8,0.4,0,0,0.7,0.6,0.6,0.2,0.4,0.4,0.8,48.0,79.8,0.1,5.0,0.0
Makoto Hasebe,6.87,77,"D(CR), M(CR)",28,2520,0,4,0,85.0,1.1,0,1.9,1.4,0.6,1.0,3.5,0.6,0.8,0,0,0.1,0.2,1.1,0.0,0.2,0.3,0.3,52.0,85.0,0.0,5.3,0.0
Christian Pulisic,6.86,79,M(CLR),9,924,4,2,0,79.5,0.8,1,0.5,0.3,0.5,0.0,0.5,0.2,0.1,0,4,1.4,2.1,1.3,0.4,2.2,2.0,1.0,24.2,79.5,0.4,0.1,0.1
Dayot Upamecano,6.86,77,D(C),14,1292,0,5,0,82.5,3.1,0,1.5,2.2,1.1,0.7,2.9,0.2,0.3,0,0,0.7,0.5,0.3,0.0,0.6,0.6,0.2,49.9,82.5,0.0,2.9,0.0
Robin Knoche,6.86,76,D(C),31,2790,0,0,0,85.9,2.6,1,0.8,1.4,0.4,0.5,4.3,0.4,0.9,0,3,0.5,0.3,0.5,0.0,0.2,0.4,0.0,65.7,85.9,0.0,6.3,0.0
Philipp Bargfrede,6.85,76,"D(C), M(C)",13,1085,0,6,0,81.9,1.9,0,1.5,2.3,1.7,0.5,3.0,1.3,0.7,0,0,0.5,0.3,1.1,0.0,0.4,1.0,0.3,36.8,81.9,0.0,2.5,0.0
Giulio Donati,6.85,73,"D(R), M(R)",6,627,0,2,0,76.4,0.8,0,1.0,1.8,0.7,0.0,2.3,0.2,0.3,0,0,0.2,0.6,0.7,0.0,0.2,0.6,0.8,27.3,76.4,0.7,1.6,0.0
Enrico Valentini,6.85,71,"D(R), M(R)",15,1302,2,2,0,67.9,1.5,0,2.9,0.9,0.7,0.1,3.2,1.2,0.2,0,0,0.5,0.6,0.8,0.0,0.6,1.0,1.6,35.3,67.9,1.8,2.8,0.0
Danny da Costa,6.85,77,"D(R), M(R)",34,3035,4,1,0,62.9,1.6,1,1.8,0.9,1.0,0.1,1.6,0.7,0.3,0,2,0.6,0.8,0.6,0.4,0.7,1.3,1.0,26.9,62.9,0.6,1.2,0.0
Ewerton,6.85,74,D(C),15,1342,0,2,0,84.1,3.2,0,1.3,1.4,0.9,0.3,5.9,0.3,0.9,1,0,0.4,0.6,0.1,0.1,0.2,0.2,0.1,33.4,84.1,0.0,2.2,0.0
Matthias Zimmermann,6.84,69,"D(R), DMC",34,3050,3,4,0,78.5,1.1,0,2.9,2.0,1.5,0.1,2.3,1.3,0.5,0,1,0.4,0.6,0.9,0.0,0.4,1.2,0.6,37.7,78.5,0.4,2.0,0.0
Kevin Trapp,6.84,80,GK,33,2938,0,2,0,63.6,0.5,1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,33.3,63.6,0.0,11.3,0.0
Bebé,6.02,74,"AM(LR), FW",1,62,0,0,0,87.0,0.0,0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0,0,1.5,0.0,0.5,0.0,0.0,2.0,0.5,11.5,87.0,0.5,0.5,0.0
Koen Casteels,6.83,82,GK,26,2296,0,0,0,76.9,0.4,0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,39.7,76.9,0.0,9.6,0.0
Naldo,6.83,75,D(C),7,630,0,1,0,80.3,4.4,0,1.4,2.0,0.7,0.4,3.1,0.4,0.4,0,0,1.3,0.1,0.4,0.1,0.1,0.3,0.3,46.4,80.3,0.0,6.1,0.0
Weston McKennie,6.82,74,M(C),19,1746,4,6,0,72.0,3.6,2,1.2,1.5,1.4,0.0,1.8,1.0,0.4,0,1,1.0,0.7,0.7,0.1,1.0,1.5,0.8,25.8,72.0,0.1,1.3,0.0
Stefan Posch,6.82,69,D(C),16,1404,0,5,0,88.0,2.4,0,2.6,1.2,1.8,0.5,3.2,0.6,0.6,0,0,0.3,0.1,0.6,0.0,0.2,0.3,0.1,58.1,88.0,0.1,2.5,0.0
Dennis Geiger,6.82,70,DMC,2,246,1,1,0,89.7,0.5,0,0.5,0.8,1.3,0.3,0.3,1.3,0.0,0,0,1.0,0.3,1.5,0.0,1.0,0.5,1.8,34.0,89.7,1.0,0.8,0.0
Victor Mollejo,6.02,59,Forward,0,63,0,0,0,82.6,0.5,0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0,0,0.5,0.0,0.5,0.0,1.0,0.3,0.3,5.8,82.6,0.0,0.0,0.0
Kaan Ayhan,6.81,75,"D(C), DMC",28,2451,1,10,0,88.1,1.6,2,1.9,2.1,0.9,0.3,4.1,0.9,0.6,0,4,0.8,0.4,0.6,0.1,0.2,0.3,0.2,50.8,88.1,0.1,5.4,0.1
Yannis Ammour,6.02,62,Forward,0,1,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pirmin Schwegler,6.8,76,M(C),25,2081,1,7,0,82.0,1.2,1,2.3,1.5,1.7,0.0,1.9,1.0,0.2,0,0,0.4,0.6,1.3,0.0,0.6,0.5,1.5,40.4,82.0,1.0,2.1,0.0
Manuel Akanji,6.79,81,D(C),25,2206,0,1,0,92.9,1.8,0,1.2,1.1,0.5,0.9,3.5,0.4,0.5,0,1,0.3,0.3,0.7,0.0,0.2,0.4,0.2,73.4,92.9,0.1,5.0,0.0
Sam Gallagher,6.02,69,"AM(LR), FW",0,32,0,0,0,16.7,0.8,0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.3,0.0,0.5,0.3,0.0,1.5,16.7,0.0,0.0,0.0
Jonathan de Guzmán,6.79,76,M(CLR),17,1564,6,4,0,79.1,0.9,1,1.2,0.4,0.6,0.0,0.4,0.5,0.1,0,3,0.8,0.5,0.6,0.1,0.6,1.0,1.3,29.7,79.1,1.0,1.5,0.1
Philipp Max,6.78,78,"D(L), M(L)",30,2575,2,1,0,71.8,0.8,1,1.2,0.7,0.4,0.0,1.4,0.6,0.1,0,4,0.8,0.4,0.7,0.0,0.5,0.9,2.0,27.6,71.8,1.9,1.5,0.0
John Brooks,6.78,79,D(C),29,2610,2,7,0,85.9,2.7,1,1.0,1.3,0.5,0.4,4.6,0.5,0.4,0,3,0.7,0.1,0.4,0.0,0.3,0.2,0.1,60.1,85.9,0.0,7.0,0.0
Timo Baumgartl,6.78,76,D(C),18,1620,0,2,0,81.9,2.5,1,1.8,1.4,0.7,0.6,5.2,0.4,1.2,0,1,0.3,0.2,0.7,0.1,0.1,0.3,0.3,46.7,81.9,0.1,3.3,0.0
Marcelo Saracchi,6.77,75,D(L),7,652,1,2,0,71.5,1.7,0,1.9,1.2,1.6,0.6,1.4,0.6,0.1,0,0,0.1,0.8,0.4,0.1,0.9,1.1,1.1,39.3,71.5,1.8,1.6,0.0
Andreas Luthe,6.77,73,GK,14,1310,0,0,0,64.7,0.0,1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,28.3,64.7,0.0,6.2,0.0
Matheus Pereira,6.77,76,AM(LR),16,1237,2,3,1,74.3,0.3,2,0.8,0.7,1.5,0.0,0.4,0.6,0.1,0,3,1.5,2.1,2.5,0.1,1.2,1.8,0.7,23.3,74.3,0.2,1.6,0.1
Manuel Pucciarelli,6.02,74,FW,3,299,0,1,0,77.2,0.2,0,0.4,0.3,0.7,0.0,0.2,0.3,0.0,0,0,0.1,0.3,0.5,0.1,0.9,0.7,0.1,9.2,77.2,0.0,0.0,0.0
Franck Ribéry,6.77,83,AM(L),10,1168,3,3,0,82.5,0.0,1,0.6,0.3,0.7,0.0,0.0,0.2,0.0,0,6,1.0,1.4,0.8,0.4,1.8,1.4,0.8,28.1,82.5,0.3,1.0,0.0
Riccardo Sottil,6.04,57,Forward,0,18,0,0,0,87.5,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,4.0,87.5,0.0,0.0,0.0
Ludwig Augustinsson,6.76,77,"D(L), M(L)",34,3028,4,5,0,79.9,1.9,0,1.6,1.1,1.2,0.1,2.1,0.5,0.3,0,1,0.6,0.4,0.8,0.1,0.4,1.1,0.8,45.3,79.9,1.1,1.8,0.0
Mitchell Weiser,6.76,77,"D(R), M(R)",22,2111,3,3,0,82.1,0.7,2,2.1,0.9,1.1,0.2,1.3,0.8,0.1,1,1,0.4,1.0,1.3,0.1,1.0,1.4,1.0,42.9,82.1,0.5,1.4,0.1
Ermin Bicakcic,6.76,76,D(C),20,1788,2,0,0,88.6,2.2,1,1.3,2.2,0.7,0.2,3.0,0.4,0.6,1,1,0.4,0.0,0.6,0.1,0.3,0.2,0.2,45.9,88.6,0.0,1.8,0.0
Stefanos Kapino,6.76,73,GK,0,45,0,0,0,55.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,55.6,0.0,1.0,0.0
Fin Bartels,6.05,76,"M(CLR), FW",0,22,0,0,0,50.0,0.5,0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,3.0,50.0,0.0,1.0,0.0
Jonas Hofmann,6.75,79,AM(CLR),21,1917,5,2,0,84.0,0.3,1,1.4,0.6,0.7,0.0,0.5,1.0,0.1,0,5,1.3,0.4,0.9,0.2,1.0,1.4,1.3,38.6,84.0,0.6,2.2,0.1
David Abraham,6.75,79,D(C),17,1422,0,2,0,77.4,2.4,1,1.3,1.4,0.6,0.7,3.6,0.8,0.7,0,0,0.3,0.4,0.5,0.0,0.1,0.3,0.3,38.7,77.4,0.2,4.2,0.0
Niko Gießelmann,6.75,73,"D(CL), M(L)",29,2593,3,2,0,74.4,1.8,0,1.9,1.2,0.9,0.4,2.2,1.1,0.2,0,0,0.9,0.4,1.1,0.1,0.3,1.1,0.9,35.9,74.4,0.6,3.2,0.0
Evan Ndicka,6.74,71,D(C),24,2302,1,3,0,79.3,2.7,0,1.6,1.1,1.0,0.9,4.2,0.8,0.4,0,1,0.5,0.2,0.3,0.0,0.4,1.1,0.1,40.9,79.3,0.0,3.1,0.0
Oumar Niasse,6.06,75,FW,0,58,0,0,0,59.1,0.6,0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0,0,0.6,0.2,0.2,0.2,1.2,0.6,0.2,4.4,59.1,0.0,0.0,0.0
Sergio Moreno,6.07,60,Forward,0,13,0,0,0,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0
Oliver Fink,6.74,71,M(CL),13,1058,0,4,0,58.6,3.9,0,2.1,0.7,1.4,0.0,1.1,1.4,0.2,0,3,0.7,0.5,1.1,0.2,1.3,1.6,0.3,21.3,58.6,0.1,0.4,0.0
Pascal Köpke,6.08,71,"AM(CR), FW",0,66,0,0,0,78.6,0.0,0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0,0,0.6,0.1,0.1,0.0,0.9,0.4,0.0,4.0,78.6,0.1,0.3,0.0
Yassin Fekir,6.08,60,Forward,0,11,0,0,0,75.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,75.0,1.0,0.0,0.0
Benjamin Pavard,6.73,80,D(CR),29,2606,0,3,0,84.6,2.8,0,1.0,1.7,0.7,0.6,6.4,0.2,0.7,1,0,0.4,0.2,0.5,0.0,0.1,0.4,0.4,49.8,84.6,0.2,3.4,0.0
Mohamed Lamine Diaby,6.08,70,Forward,2,161,0,0,0,85.2,0.5,0,0.2,0.3,0.7,0.0,0.0,0.0,0.0,0,0,0.3,0.2,0.5,0.5,0.0,0.8,0.2,4.5,85.2,0.0,0.2,0.0
Oliver Baumann,6.73,83,GK,33,2970,1,0,0,76.4,0.3,0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,33.1,76.4,0.0,6.0,0.0
Adama Diakhaby,6.08,73,"AM(LR), FW",6,553,0,1,0,76.2,0.5,0,0.5,0.1,0.6,0.0,0.1,0.7,0.0,0,0,0.6,1.0,0.8,0.2,1.8,1.4,0.4,12.3,76.2,0.2,0.1,0.0
Walace,6.73,74,DMC,23,1998,1,5,0,84.9,2.1,0,2.0,1.7,1.2,0.0,1.3,1.3,0.2,0,1,0.7,1.0,1.0,0.1,1.2,1.3,0.6,41.2,84.9,0.0,1.9,0.0
Corentin Tolisso,6.73,83,"D(R), M(C)",1,52,0,0,0,79.1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,1,0.5,0.0,0.5,0.0,0.0,0.5,1.0,21.5,79.1,0.0,1.0,0.0
Joshua Brenet,6.73,74,"D(LR), M(R)",10,905,1,0,0,82.6,0.6,0,1.4,0.6,1.4,0.1,1.3,0.4,0.1,0,2,0.7,1.0,0.4,0.0,0.6,1.5,0.6,28.4,82.6,0.5,0.9,0.0
Matthias Ginter,6.73,80,"D(CR), DMC",27,2380,0,2,0,86.4,2.6,1,0.9,0.6,0.4,0.7,3.6,0.3,0.7,0,2,0.9,0.0,0.6,0.1,0.2,0.3,0.3,65.3,86.4,0.1,4.1,0.0
Nabil Bentaleb,6.73,78,M(C),19,1792,0,4,0,79.3,1.5,2,1.3,1.4,1.2,0.0,0.7,0.6,0.3,0,3,0.8,0.8,0.6,0.0,0.5,0.4,0.7,36.0,79.3,0.6,2.0,0.0
Steven Zuber,6.72,76,"D(L), M(CLR)",6,574,1,1,0,79.1,0.7,0,1.3,0.6,0.9,0.0,0.4,0.8,0.1,0,0,1.8,0.4,0.8,0.0,1.4,1.2,1.1,29.8,79.1,0.1,0.6,0.2
Konrad Laimer,6.72,75,"D(R), M(CR)",20,1878,1,7,0,70.1,0.7,1,2.5,1.1,1.4,0.0,0.7,1.8,0.1,0,1,0.5,1.1,0.5,0.0,1.4,1.5,0.7,25.2,70.1,0.2,0.8,0.0
Jeffrey Gouweleeuw,6.72,79,D(C),24,2093,2,4,0,77.1,1.9,0,1.7,2.2,0.8,0.6,2.6,0.6,0.8,0,0,0.3,0.4,0.4,0.0,0.5,0.4,0.3,48.2,77.1,0.0,5.2,0.0
Emiliano Insúa,6.72,76,"D(L), M(L)",24,2119,2,4,1,76.8,0.9,0,1.9,1.1,0.7,0.2,1.7,0.6,0.1,0,2,0.3,1.2,0.4,0.0,0.7,1.0,1.0,36.3,76.8,1.1,1.7,0.0
Matthias Phaeton,6.09,62,Forward,0,52,0,0,0,90.0,0.3,0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.0,0.3,0.3,0.5,2.5,90.0,0.0,0.0,0.0
Rune Jarstein,6.72,83,GK,31,2746,0,2,0,57.2,0.5,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,34.1,57.2,0.0,11.8,0.0
Waldemar Anton,6.72,77,"D(C), DMC",34,3060,0,4,0,83.6,2.5,0,1.4,2.0,0.7,0.6,4.9,0.8,1.0,1,1,0.7,0.5,0.6,0.0,0.4,0.6,0.1,50.4,83.6,0.0,3.8,0.0
Michael Rensing,6.71,73,GK,32,2880,0,1,0,59.0,0.5,1,0.1,0.1,0.0,0.0,1.2,0.1,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,26.8,59.0,0.0,7.8,0.0
Christoph Kramer,6.71,81,DMC,13,1136,1,6,0,88.9,0.9,1,2.3,1.2,1.3,0.1,1.2,1.4,0.2,0,2,0.4,0.5,0.8,0.0,0.9,1.3,0.5,40.7,88.9,0.0,1.4,0.1
Oscar Wendt,6.71,76,"D(L), M(L)",30,2730,1,2,0,82.0,0.8,1,1.4,0.6,0.8,0.2,2.0,0.7,0.3,0,1,0.3,0.2,0.6,0.0,0.2,0.6,0.9,47.3,82.0,0.7,1.8,0.0
Christian Mathenia,6.71,73,GK,22,1934,0,2,0,59.9,0.8,1,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,36.0,59.9,0.0,9.0,0.0
Julian Weigl,6.71,79,"D(C), DMC",16,1456,0,3,0,93.2,1.1,0,1.8,0.9,0.8,0.7,2.9,0.9,0.6,0,1,0.2,0.3,0.9,0.0,0.2,0.5,0.1,66.9,93.2,0.0,4.7,0.1
Marco Sau,6.09,73,"AM(C), FW",5,554,0,4,0,89.4,0.1,0,0.3,0.1,0.6,0.0,0.3,0.3,0.0,0,1,0.6,0.4,0.5,0.3,0.9,1.5,0.5,10.1,89.4,0.0,0.1,0.0
Ralf Fährmann,6.71,83,GK,16,1469,0,0,0,69.3,0.4,0,0.0,0.1,0.0,0.0,1.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,69.3,0.0,7.7,0.0
"Jean0,00Philippe Gbamin",6.7,79,"D(CR), DMC",30,2674,1,3,0,80.4,1.7,0,1.6,1.0,1.2,0.1,0.9,0.9,0.2,0,2,1.2,1.1,0.9,0.0,1.6,1.5,0.7,43.0,80.4,0.1,2.6,0.0
Jirí Pavlenka,6.7,82,GK,34,2979,0,2,0,70.1,0.2,0,0.1,0.1,0.0,0.0,0.8,0.1,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,31.4,70.1,0.0,8.9,0.0
Aleksandar Dragovic,6.7,77,D(C),13,1333,0,4,0,89.8,1.6,0,1.0,1.4,0.6,0.3,3.4,0.3,0.4,0,2,0.2,0.0,0.3,0.1,0.1,0.4,0.2,60.5,89.8,0.0,5.8,0.0
Marco Richter,6.7,69,AM(LR),17,1433,6,4,0,70.0,0.9,1,0.5,0.5,0.9,0.0,0.4,0.5,0.0,0,4,2.2,1.4,1.0,0.3,1.7,2.2,0.6,17.3,70.0,0.2,1.2,0.2
Genki Haraguchi,6.7,75,M(CLR),22,2127,3,1,0,78.1,1.0,0,1.6,0.8,1.1,0.0,0.9,1.8,0.2,0,0,1.1,1.6,1.3,0.0,1.0,0.9,1.0,26.3,78.1,0.4,0.9,0.0
Pavao Pervan,6.7,66,GK,9,766,0,1,0,74.6,0.5,0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,30.7,74.6,0.0,9.4,0.0
Dominique Heintz,6.69,77,D(CL),34,3054,1,5,0,82.1,1.8,0,1.2,1.3,0.9,0.3,6.3,0.4,0.6,0,1,0.3,0.6,0.3,0.1,0.3,0.6,0.2,48.5,82.1,0.1,4.3,0.1
Levan Mchedlidze,6.09,70,FW,0,199,1,1,0,76.0,0.5,0,0.1,0.0,0.5,0.0,0.4,0.1,0.0,0,0,0.4,0.1,0.2,0.0,0.4,0.6,0.3,4.5,76.0,0.0,0.2,0.0
Tobias Strobl,6.69,77,"D(CR), DMC",26,2295,4,4,0,89.9,1.3,0,1.1,1.0,0.9,0.1,1.1,0.7,0.5,0,0,0.3,0.2,0.8,0.0,0.3,0.7,0.6,51.3,89.9,0.0,5.0,0.1
Marco Sau,6.09,73,"AM(C), FW",0,50,0,0,0,100.0,0.2,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0,0.2,0.6,0.0,0.6,0.6,0.0,4.6,100.0,0.0,0.0,0.0
Yannick Gerhardt,6.69,74,"D(L), M(CL)",28,2462,2,2,0,77.8,0.8,1,1.7,1.0,0.9,0.0,1.1,0.9,0.2,0,2,1.2,0.3,1.4,0.2,1.2,1.2,0.9,32.1,77.8,0.3,1.2,0.0
Danny Latza,6.69,77,DMC,22,1873,3,4,0,80.7,1.3,1,1.7,0.8,1.0,0.0,1.1,1.7,0.4,0,0,1.6,0.7,1.7,0.1,1.0,1.6,1.0,42.3,80.7,0.1,2.3,0.2
Mathew Leckie,6.68,75,AM(CLR),10,940,0,3,0,68.7,2.7,0,1.1,0.7,1.0,0.0,0.7,0.5,0.1,0,2,1.2,0.6,1.0,0.2,1.0,1.9,0.7,18.6,68.7,0.3,0.3,0.1
Haji Wright,6.1,64,FW,2,196,0,0,0,66.7,0.6,0,0.4,0.0,0.3,0.0,0.0,0.1,0.0,0,1,0.4,0.4,0.1,0.6,1.0,1.9,0.1,4.3,66.7,0.0,0.0,0.0
Kevin Danso,6.68,70,D(C),13,1249,1,3,0,74.4,2.7,1,1.4,1.1,0.9,0.8,4.0,0.2,0.9,1,1,0.6,0.1,0.8,0.0,0.3,0.2,0.1,33.2,74.4,0.0,3.3,0.0
Shinji Okazaki,6.1,75,"AM(CLR), FW",1,271,1,0,0,74.5,0.4,0,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0,0,0.2,0.1,0.2,0.1,0.3,0.9,0.0,4.5,74.5,0.0,0.1,0.0
Amine Harit,6.68,79,AM(CLR),12,1083,1,1,0,80.0,0.4,1,0.8,0.5,0.5,0.0,0.1,0.9,0.1,0,1,0.7,2.0,2.8,0.1,2.2,1.4,1.2,23.6,80.0,0.1,1.0,0.0
Benjamin Stambouli,6.68,79,"D(C), M(C)",20,1763,2,3,0,76.7,0.9,0,2.4,1.5,1.1,0.1,2.9,1.0,0.4,0,0,0.1,0.4,0.7,0.0,0.4,0.3,0.4,46.3,76.7,0.1,2.0,0.0
Álex Alegría,6.11,71,FW,0,132,0,0,0,68.8,0.7,0,0.1,0.0,0.8,0.0,0.0,0.3,0.0,0,0,0.3,0.7,0.4,0.3,0.4,1.1,0.3,3.6,68.8,0.0,0.1,0.0
Nicolas Höfler,6.67,72,"D(C), DMC",18,1616,0,6,0,86.2,1.2,0,2.5,1.8,1.4,0.1,2.2,1.2,0.2,0,0,0.7,0.6,1.3,0.0,0.7,1.3,0.7,48.8,86.2,0.0,1.4,0.0
Rafinha,6.67,82,"D(CLR), M(R)",9,897,1,1,0,93.3,0.4,0,0.9,1.2,0.4,0.2,0.6,0.5,0.2,0,1,0.3,0.3,0.4,0.1,0.4,0.5,0.3,49.5,93.3,0.3,2.6,0.0
Sabin Merino,6.11,75,"AM(L), FW",2,289,0,0,0,76.1,1.3,0,0.1,0.0,0.3,0.0,0.3,0.0,0.0,0,0,0.9,0.2,0.3,0.2,0.3,1.2,0.2,7.3,76.1,0.0,0.2,0.0
Alexander Schwolow,6.66,77,GK,33,2970,1,1,0,62.8,0.2,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,34.2,62.8,0.0,9.6,0.0
Moussa Niakhaté,6.66,73,D(C),32,2790,1,3,0,82.5,2.1,0,1.5,1.3,1.1,0.7,4.1,0.4,0.7,0,1,0.3,0.2,0.6,0.0,0.2,0.6,0.3,45.3,82.5,0.0,4.3,0.0
Florian Neuhaus,6.65,75,M(C),25,2072,8,5,0,83.6,0.2,0,0.7,0.3,0.8,0.0,0.6,0.8,0.0,0,3,1.6,0.9,1.3,0.0,1.1,1.2,0.9,27.1,83.6,0.2,1.5,0.1
Lys Mousset,6.11,70,FW,1,351,0,1,0,71.9,0.4,0,0.1,0.0,0.3,0.0,0.1,0.1,0.0,0,1,0.5,0.4,0.2,0.2,0.2,0.8,0.2,5.0,71.9,0.0,0.0,0.0
Arne Maier,6.65,73,DMC,23,2069,0,2,0,86.7,0.9,0,1.3,1.2,0.7,0.0,1.4,0.8,0.4,0,0,0.8,0.9,0.6,0.0,0.5,1.8,0.8,49.0,86.7,0.1,1.8,0.0
Marcel Schmelzer,6.65,77,"D(CL), M(L)",7,566,1,1,0,84.9,1.0,0,1.0,0.9,0.4,0.7,1.2,0.4,0.1,0,0,0.4,0.4,1.2,0.1,0.4,0.8,0.3,37.8,84.9,0.3,0.8,0.0
Fabian Lustenberger,6.65,76,"D(C), M(C)",24,2171,1,2,0,86.3,1.8,1,1.6,1.3,0.6,0.7,3.6,0.6,0.6,0,0,0.1,0.1,1.2,0.0,0.2,0.3,0.1,45.8,86.3,0.0,3.7,0.0
Raphael Framberger,6.64,67,D(R),6,547,0,2,0,63.2,1.1,0,1.1,1.6,0.9,0.0,1.6,0.4,0.4,0,0,0.0,1.4,1.1,0.0,0.9,1.1,1.0,26.4,63.2,0.7,1.4,0.0
Gelson Fernandes,6.64,75,DMC,28,2236,0,9,1,83.4,1.2,0,2.6,1.9,2.0,0.0,0.6,1.5,0.3,0,1,0.1,0.2,0.2,0.0,0.5,0.5,0.1,30.1,83.4,0.0,0.4,0.0
Michael Lang,6.64,77,"D(R), M(R)",15,1262,0,0,0,83.6,1.2,0,0.8,0.9,0.6,0.1,2.2,0.6,0.2,0,1,0.6,0.1,0.4,0.1,0.1,0.2,0.2,38.5,83.6,0.3,1.5,0.0
Vincenzo Grifo,6.64,77,AM(CL),3,333,2,0,0,75.5,0.3,0,0.9,0.3,0.7,0.0,0.7,0.7,0.1,0,1,2.1,0.4,0.3,0.1,0.4,0.6,1.4,22.1,75.5,0.3,0.6,0.0
Denis Zakaria,6.63,77,DMC,21,1959,0,7,0,83.2,0.5,0,1.3,0.8,1.0,0.0,0.6,0.6,0.3,0,4,1.2,0.9,0.6,0.0,0.7,1.2,0.5,24.0,83.2,0.1,1.2,0.0
Georg Margreitter,6.63,74,D(C),22,2059,0,2,0,81.7,2.3,3,1.4,1.0,0.4,0.3,5.1,0.3,1.0,0,2,0.6,0.2,0.5,0.0,0.3,0.3,0.1,44.8,81.7,0.0,4.1,0.0
Daniel Brosinski,6.63,76,"D(LR), M(LR)",26,2206,5,2,0,74.2,0.9,1,1.0,1.0,0.5,0.1,1.9,0.6,0.3,0,3,0.7,0.2,0.5,0.0,0.4,1.0,1.5,36.2,74.2,1.3,3.0,0.0
"Gian0,00Luca Itter",6.63,67,"D(L), D(L)",1,93,0,0,0,88.4,1.0,0,2.0,0.5,0.5,0.0,1.0,0.5,0.0,0,0,0.0,1.5,1.5,0.0,0.5,1.5,0.0,21.5,88.4,0.0,1.5,0.0
Roland Sallai,6.62,72,AM(L),5,527,0,3,0,78.4,1.3,0,1.2,0.3,1.7,0.0,0.7,0.8,0.0,0,2,1.4,0.5,1.9,0.1,0.9,1.4,0.5,13.4,78.4,0.3,0.0,0.0
